,file,index,start,end,label2a,label2b,label6,label7,split
2562,214095,3,65.622,67.5,0,-1,4,-3,0
2563,214095,4,67.169,69.186,0,-1,1,-3,0
2564,214095,5,70.361,76.989,0,-1,4,-2,0
2565,214095,6,76.687,79.463,1,0,1,0,0
2566,214095,7,9.31,11.657,0,-1,1,-2,0
2567,214095,8,12.663,27.9,1,0,1,0,0
2568,214095,9,28.686,30.674,0,-1,4,-2,0
2569,214095,10,31.37,36.461,0,-1,0,-1,0
2570,214095,11,36.099,40.262,0,-1,2,-1,0
2571,214095,12,40.649,48.224,0,-1,4,-2,0
2572,214095,13,47.224,50.579,0,-1,0,-1,0
2573,214095,14,50.008,57.234,0,-1,1,-1,0
2574,215259,0,1.558,7.397,1,1,0,1,0
2575,215259,1,8.153,12.086,0,-1,1,-1,0
2576,215259,2,50.776,56.495,0,-1,1,-1,0
2577,215259,3,56.573,61.484,1,0,0,0,0
2578,215259,4,11.765,16.845,1,1,0,2,0
2579,215259,5,16.833,22.433,0,-1,1,-1,0
2580,215259,6,21.941,24.298,1,1,0,2,0
2581,215259,7,24.127,33.398,1,1,0,2,0
2582,215259,8,33.485,38.486,1,1,1,2,0
2583,215259,9,37.945,41.948,0,-1,1,-2,0
2584,215259,10,41.307,44.752,0,-1,1,-2,0
2585,215259,11,45.209,51.068,0,-1,1,-2,0
2586,215318,0,0.0,2.318,1,1,0,1,2
2587,215318,1,1.318,2.947,1,1,1,1,2
2588,215318,2,33.415,36.81,1,0,0,0,2
2589,215318,3,36.069,42.357,1,1,0,1,2
2590,215318,4,42.255,46.887,1,0,1,0,2
2591,215318,5,48.272,55.597,1,1,0,1,2
2592,215318,6,54.657,57.712,1,1,1,1,2
2593,215318,7,57.141,60.257,0,-1,4,-2,2
2594,215318,8,1.947,4.982,1,0,0,0,2
2595,215318,9,3.982,9.442,0,-1,4,-2,2
2596,215318,10,8.442,10.41,0,-1,0,-3,2
2597,215318,11,9.729,12.765,1,1,0,1,2
2598,215318,12,12.712,16.027,1,1,0,1,2
2599,215318,13,15.027,22.483,1,1,0,1,2
2600,215318,14,22.6,25.426,0,-1,0,-3,2
2601,215318,15,24.625,34.385,1,1,0,1,2
2602,216007,0,0.101,1.46,1,1,0,1,0
2603,216007,1,0.48,9.592,1,1,0,2,0
2604,216007,2,58.728,61.943,1,0,2,0,0
2605,216007,3,61.502,66.981,0,-1,1,-1,0
2606,216007,4,65.981,81.468,0,-1,3,-2,0
2607,216007,5,81.756,83.913,0,-1,0,-1,0
2608,216007,6,82.913,89.76,0,-1,0,-1,0
2609,216007,7,88.909,106.172,1,0,0,0,0
2610,216007,8,106.559,114.523,0,-1,4,-1,0
2611,216007,9,114.81,123.094,0,-1,4,-2,0
2612,216007,10,122.463,131.405,1,1,0,1,0
2613,216007,11,130.704,133.52,0,-1,1,-1,0
2614,216007,12,10.897,16.536,0,-1,4,-3,0
2615,216007,13,132.52,134.658,1,0,0,0,0
2616,216007,14,135.873,140.504,0,-1,2,-3,0
2617,216007,15,139.504,142.889,0,-1,4,-2,0
2618,216007,16,142.238,147.528,0,-1,4,-2,0
2619,216007,17,147.835,150.941,1,0,4,0,0
2620,216007,18,149.941,153.634,0,-1,1,-1,0
2621,216007,19,153.792,156.977,1,1,0,2,0
2622,216007,20,155.977,161.317,1,1,0,1,0
2623,216007,21,160.317,162.205,0,-1,4,-2,0
2624,216007,22,161.534,163.991,0,-1,3,-1,0
2625,216007,23,17.342,26.254,1,1,0,1,0
2626,216007,24,163.18,165.547,0,-1,4,-3,0
2627,216007,25,165.036,175.545,0,-1,4,-3,0
2628,216007,26,25.314,32.141,1,1,0,1,0
2629,216007,27,34.104,37.498,1,1,0,1,0
2630,216007,28,36.498,46.558,0,-1,1,-2,0
2631,216007,29,45.837,48.384,0,-1,1,-1,0
2632,216007,30,48.411,51.866,0,-1,4,-2,0
2633,216007,31,54.657,59.728,0,-1,1,-1,0
2634,216097,0,0.0,5.032,1,0,0,0,1
2635,216097,1,6.048,13.034,0,-1,1,-1,1
2636,216097,2,13.561,20.766,1,0,0,0,1
2637,216097,3,20.605,31.382,1,1,1,1,1
2638,216097,4,31.36,46.259,1,0,0,0,1
2639,216097,5,46.526,58.012,0,-1,1,-1,1
2640,216097,6,57.012,59.997,1,1,0,1,1
2641,216097,7,59.706,86.936,0,-1,0,-1,1
2642,216097,8,86.724,90.388,0,-1,4,-2,1
2643,21638,0,0.0,4.454,1,1,0,1,0
2644,21638,1,3.902,10.32,1,0,2,0,0
2645,21638,2,10.767,16.007,1,0,1,0,0
2646,21638,3,15.416,24.079,1,1,0,2,0
2647,21638,4,23.658,32.989,1,0,0,0,0
2648,21638,5,34.982,53.462,1,0,0,0,0
2649,21638,6,53.859,59.698,1,1,2,2,0
2650,216857,0,0.0,0.782,1,0,0,0,0
2651,216857,1,0.0,3.486,1,0,0,0,0
2652,216857,2,47.304,52.634,0,-1,0,-1,0
2653,216857,3,51.634,55.767,1,0,0,0,0
2654,216857,4,54.767,57.762,1,0,1,0,0
2655,216857,5,56.762,61.185,1,1,0,1,0
2656,216857,6,60.185,65.235,1,1,0,1,0
2657,216857,7,64.754,71.97,1,1,0,1,0
2658,216857,8,71.229,77.937,0,-1,4,-1,0
2659,216857,9,76.937,84.532,0,-1,1,-1,0
2660,216857,10,84.07,91.496,0,-1,0,-1,0
2661,216857,11,91.553,95.626,1,0,0,0,0
2662,216857,12,4.042,16.576,1,0,0,0,0
2663,216857,13,94.626,97.382,0,-1,4,-1,0
2664,216857,14,96.702,103.359,1,0,1,0,0
2665,216857,15,18.33,21.724,0,-1,1,-1,0
2666,216857,16,21.113,28.05,0,-1,1,-2,0
2667,216857,17,27.249,30.594,0,-1,0,-1,0
2668,216857,18,29.923,32.111,0,-1,1,-1,0
2669,216857,19,31.111,33.667,0,-1,3,-1,0
2670,216857,20,32.827,39.155,0,-1,4,-1,0
2671,216857,21,38.284,47.117,0,-1,1,-3,0
2672,218708,0,-0.128344671202,1.1410430839,1,0,0,0,0
2673,218708,1,0.1410430839,6.12970521542,1,1,0,1,0
2674,218708,2,38.9727891156,49.4213151927,1,0,1,0,0
2675,218708,3,48.6009070295,60.7755102041,1,0,0,0,0
2676,218708,4,60.5238095238,68.1587301587,0,-1,1,-1,0
2677,218708,5,67.3183673469,84.1623582766,0,-1,1,-1,0
2678,218708,6,83.1623582766,90.4979591837,0,-1,0,-1,0
2679,218708,7,90.5156462585,95.9854875283,0,-1,4,-2,0
2680,218708,8,95.5741496599,98.5396825397,0,-1,1,-1,0
2681,218708,9,97.5396825397,100.15600907,0,-1,4,-2,0
2682,218708,10,99.1959183673,101.183673469,0,-1,0,-1,0
2683,218708,11,100.423129252,107.160090703,0,-1,4,-1,0
2684,218708,12,5.16961451247,6.96780045351,1,0,0,0,0
2685,218708,13,106.160090703,108.477097506,0,-1,0,-1,0
2686,218708,14,6.86575963719,9.53197278912,1,0,1,0,0
2687,218708,15,8.53197278912,19.9782312925,1,1,0,1,0
2688,218708,16,19.8462585034,28.1496598639,1,1,0,1,0
2689,218708,17,27.1496598639,30.0154195011,1,1,0,1,0
2690,218708,18,29.0154195011,31.9111111111,1,0,1,0,0
2691,218708,19,31.8390022676,38.9151927438,1,0,0,0,0
2692,219310,0,0.45,3.825,1,0,0,0,0
2693,219310,1,2.975,20.527,0,-1,1,-1,0
2694,219310,2,72.277,78.036,0,-1,4,-2,0
2695,219310,3,19.836,25.156,1,1,0,1,0
2696,219310,4,24.516,32.55,0,-1,4,-2,0
2697,219310,5,33.146,38.476,0,-1,4,-3,0
2698,219310,6,38.414,41.24,0,-1,0,-2,0
2699,219310,7,40.509,47.735,0,-1,4,-1,0
2700,219310,8,47.922,55.837,0,-1,4,-2,0
2701,219310,9,56.214,70.533,1,1,0,1,0
2702,219310,10,70.042,73.008,0,-1,0,-2,0
2703,219775,0,0.0,5.192,1,0,0,0,0
2704,219775,1,5.429,18.771,0,-1,2,-2,0
2705,219775,2,18.928,23.82,0,-1,4,-2,0
2706,219775,3,23.348,25.047,1,0,0,0,0
2707,219775,4,24.526,29.706,1,0,2,0,0
2708,219775,5,28.706,34.186,0,-1,1,-1,0
2709,219775,6,33.755,46.069,1,1,2,1,0
2710,219775,7,47.044,57.483,0,-1,2,-2,0
2711,219775,8,58.419,69.546,0,-1,2,-2,0
2712,21Kxt5L9OBE,0,17.172,29.716,1,0,1,0,0
2713,21Kxt5L9OBE,1,28.716,37.229,1,1,0,2,0
2714,220134,0,1.04897959184,2.41814058957,1,0,0,0,0
2715,220134,1,1.41814058957,4.11428571429,1,1,2,1,0
2716,220134,2,50.7260770975,52.7936507937,0,-1,2,-2,0
2717,220134,3,53.2802721088,66.9514739229,0,-1,2,-1,0
2718,220134,4,66.410430839,74.085260771,0,-1,2,-1,0
2719,220134,5,73.085260771,76.2902494331,0,-1,4,-1,0
2720,220134,6,75.5097505669,81.8575963719,0,-1,2,-2,0
2721,220134,7,81.6757369615,88.4426303855,0,-1,2,-1,0
2722,220134,8,87.4426303855,89.7297052154,0,-1,1,-1,0
2723,220134,9,89.4181405896,102.19138322,0,-1,2,-1,0
2724,220134,10,3.24399092971,7.00770975057,0,-1,2,-2,0
2725,220134,11,102.737868481,104.795464853,1,0,0,0,0
2726,220134,12,104.09478458,111.350566893,0,-1,2,-3,0
2727,220134,13,110.949206349,118.7138322,1,0,3,0,0
2728,220134,14,117.733786848,133.091156463,0,-1,2,-2,0
2729,220134,15,132.80952381,134.34829932,0,-1,1,-1,0
2730,220134,16,134.725170068,145.433106576,0,-1,2,-2,0
2731,220134,17,145.311111111,149.5138322,1,1,0,1,0
2732,220134,18,148.972789116,164.799092971,0,-1,1,-3,0
2733,220134,19,164.437641723,167.053968254,1,0,1,0,0
2734,220134,20,7.05532879819,13.6825396825,1,0,1,0,0
2735,220134,21,13.3210884354,22.0235827664,1,1,2,1,0
2736,220134,22,21.2031746032,27.7605442177,1,0,0,0,0
2737,220134,23,27.5188208617,30.7238095238,0,-1,2,-2,0
2738,220134,24,29.7238095238,33.5473922902,0,-1,1,-1,0
2739,220134,25,33.9342403628,44.3727891156,1,0,2,0,0
2740,220134,26,44.0412698413,51.0975056689,1,0,2,0,0
2741,220200,0,0.45,6.03,1,1,2,1,0
2742,220200,1,5.419,11.288,1,0,0,0,0
2743,220200,2,56.433,61.374,1,1,2,1,0
2744,220200,3,60.374,67.959,1,0,1,0,0
2745,220200,4,67.538,76.3,0,-1,4,-2,0
2746,220200,5,75.3,77.158,0,-1,1,-2,0
2747,220200,6,12.154,19.4,0,-1,1,-3,0
2748,220200,7,18.559,21.844,0,-1,2,-1,0
2749,220200,8,21.443,31.901,0,-1,1,-2,0
2750,220200,9,32.019,36.171,1,0,1,0,0
2751,220200,10,35.431,37.508,0,-1,2,-3,0
2752,220200,11,36.508,40.172,0,-1,1,-2,0
2753,220200,12,40.13,42.996,0,-1,2,-2,0
2754,220200,13,41.996,56.136,0,-1,0,-1,0
2755,220548,0,0.77,2.229,0,-1,0,-1,0
2756,220548,1,1.229,13.583,1,0,2,0,0
2757,220548,2,59.067,61.614,0,-1,1,-2,0
2758,220548,3,60.683,76.35,0,-1,0,-1,0
2759,220548,4,75.56,84.342,1,1,2,2,0
2760,220548,5,83.342,89.56,1,0,0,0,0
2761,220548,6,90.067,96.005,0,-1,2,-2,0
2762,220548,7,95.335,97.931,0,-1,4,-2,0
2763,220548,8,97.809,100.695,0,-1,4,-1,0
2764,220548,9,99.695,107.449,0,-1,2,-2,0
2765,220548,10,107.128,109.465,0,-1,1,-2,0
2766,220548,11,110.63,131.644,1,0,2,0,0
2767,220548,12,13.521,19.33,1,0,2,0,0
2768,220548,13,131.742,138.07,0,-1,1,-3,0
2769,220548,14,137.07,150.502,0,-1,2,-3,0
2770,220548,15,150.17,155.061,0,-1,0,-2,0
2771,220548,16,154.061,159.361,0,-1,2,-2,0
2772,220548,17,20.415,29.477,0,-1,2,-2,0
2773,220548,18,29.065,34.834,1,1,0,1,0
2774,220548,19,33.834,41.569,1,1,2,1,0
2775,220548,20,41.347,43.016,1,1,0,1,0
2776,220548,21,42.784,47.945,0,-1,2,-1,0
2777,220548,22,46.945,52.424,0,-1,2,-2,0
2778,220548,23,51.784,60.067,0,-1,2,-3,0
2779,221137,0,0.0,1.091,1,1,0,1,2
2780,221137,1,0.091,10.24,1,0,2,0,2
2781,221137,2,10.218,27.332,1,0,0,0,2
2782,221137,3,27.19,32.809,0,-1,2,-2,2
2783,221137,4,32.697,57.922,0,-1,2,-2,2
2784,221137,5,57.032,68.688,0,-1,0,-2,2
2785,221137,6,67.688,70.254,0,-1,2,-2,2
2786,221137,7,69.254,71.641,0,-1,2,-1,2
2787,221137,8,70.86,75.921,0,-1,4,-3,2
2788,221153,0,-0.228117913832,2.74739229025,1,1,1,1,2
2789,221153,1,1.86712018141,7.21723356009,1,1,0,1,2
2790,221153,2,59.0172335601,61.9927437642,1,0,0,0,2
2791,221153,3,70.620861678,82.166893424,1,1,1,1,2
2792,221153,4,81.2866213152,84.5315192744,0,-1,1,-2,2
2793,221153,5,84.2,86.6566893424,0,-1,3,-2,2
2794,221153,6,85.8961451247,88.3428571429,0,-1,0,-1,2
2795,221153,7,88.979138322,91.3260770975,1,0,0,0,2
2796,221153,8,91.0045351474,97.0630385488,1,1,0,1,2
2797,221153,9,96.1229024943,99.5473922902,0,-1,1,-1,2
2798,221153,10,9.01088435374,16.0870748299,1,0,1,0,2
2799,221153,11,98.7569160998,103.767800454,1,1,0,1,2
2800,221153,12,15.9351473923,29.8657596372,1,1,1,1,2
2801,221153,13,29.4743764172,36.0816326531,1,1,0,1,2
2802,221153,14,35.1215419501,37.9473922902,1,1,0,1,2
2803,221153,15,37.4861678005,41.5990929705,1,0,0,0,2
2804,221153,16,41.0979591837,45.9591836735,1,1,0,1,2
2805,221153,17,45.8571428571,53.5219954649,1,0,1,0,2
2806,221153,18,52.980952381,60.0172335601,1,1,1,1,2
2807,221274,0,0.0,4.873,1,1,0,1,2
2808,221274,1,4.661,15.309,0,-1,1,-2,2
2809,221274,2,15.366,30.484,1,1,0,1,2
2810,221274,3,30.362,40.891,1,1,0,1,2
2811,221274,4,41.248,60.815,1,1,0,1,2
2812,221274,5,60.284,73.786,0,-1,4,-2,2
2813,221274,6,73.664,81.598,0,-1,4,-2,2
2814,221274,7,81.327,85.549,0,-1,0,-1,2
2815,221274,8,85.307,89.51,0,-1,1,-2,2
2816,221274,9,89.009,109.814,0,-1,0,-1,2
2817,221740,0,0.0,0.732,1,0,0,0,0
2818,221740,1,1.308,7.816,1,1,2,1,0
2819,221740,2,7.195,18.033,1,0,2,0,0
2820,221740,3,17.033,21.345,1,0,0,0,0
2821,221740,4,22.45,33.527,0,-1,0,-3,0
2822,221740,5,32.527,43.505,0,-1,4,-3,0
2823,221740,6,43.243,59.239,0,-1,1,-3,0
2824,221740,7,59.007,65.335,0,-1,0,-2,0
2825,221740,8,64.335,69.925,1,1,0,1,0
2826,222116,0,0.0,7.716,1,1,0,1,0
2827,222116,1,7.993,17.464,0,-1,4,-2,0
2828,222116,2,16.803,20.906,0,-1,0,-1,0
2829,222116,3,20.704,23.74,1,1,0,1,0
2830,222116,4,22.999,27.771,0,-1,0,-1,0
2831,222116,5,27.03,30.734,1,1,0,1,0
2832,222116,6,30.572,42.537,1,0,0,0,0
2833,222116,7,42.295,54.36,0,-1,0,-1,0
2834,222116,8,54.418,66.193,1,1,0,2,0
2835,222247,0,0.0,1.051,1,0,0,0,2
2836,222247,1,0.38,7.995,1,1,0,1,2
2837,222247,2,87.483,106.352,0,-1,1,-1,2
2838,222247,3,105.581,112.538,0,-1,1,-2,2
2839,222247,4,112.566,131.066,1,1,0,1,2
2840,222247,5,130.615,134.777,0,-1,1,-2,2
2841,222247,6,135.024,142.929,0,-1,1,-2,2
2842,222247,7,7.195,28.11,1,0,0,0,2
2843,222247,8,28.537,49.87,1,0,4,0,2
2844,222247,9,49.529,59.039,1,1,0,1,2
2845,222247,10,60.234,67.899,0,-1,1,-2,2
2846,222247,11,66.899,72.259,0,-1,4,-2,2
2847,222247,12,72.068,79.074,0,-1,4,-2,2
2848,222247,13,78.553,83.454,0,-1,4,-2,2
2849,222247,14,83.492,88.133,0,-1,1,-2,2
2850,223431,0,1.658,4.034,1,1,0,1,1
2851,223431,1,3.034,8.095,1,0,1,0,1
2852,223431,2,56.882,60.536,0,-1,4,-1,1
2853,223431,3,60.474,67.61,0,-1,1,-2,1
2854,223431,4,68.326,71.99,0,-1,0,-1,1
2855,223431,5,71.339,76.57,0,-1,4,-3,1
2856,223431,6,75.57,79.573,0,-1,1,-1,1
2857,223431,7,8.642,17.574,0,-1,0,-2,1
2858,223431,8,18.19,21.575,1,1,1,1,1
2859,223431,9,22.031,28.828,1,0,0,0,1
2860,223431,10,28.327,36.241,1,0,1,0,1
2861,223431,11,35.96,42.816,0,-1,1,-1,1
2862,223431,12,43.203,49.89,0,-1,1,-1,1
2863,223431,13,48.89,53.273,0,-1,1,-2,1
2864,223431,14,52.273,56.216,0,-1,3,-2,1
2865,22373,0,1.478,6.359,1,0,0,0,2
2866,22373,1,5.359,9.103,1,0,2,0,2
2867,22373,2,80.419,87.924,0,-1,2,-3,2
2868,22373,3,9.131,29.327,0,-1,1,-3,2
2869,22373,4,28.327,32.5,1,0,0,0,2
2870,22373,5,31.5,42.687,1,1,2,2,2
2871,22373,6,42.106,51.267,0,-1,2,-2,2
2872,22373,7,50.816,56.565,0,-1,1,-1,2
2873,22373,8,55.565,64.417,1,0,0,0,2
2874,22373,9,64.724,70.613,0,-1,2,-1,2
2875,22373,10,70.212,79.413,0,-1,0,-1,2
2876,223926,0,0.59,12.665,1,0,1,0,0
2877,223926,1,12.114,22.632,0,-1,2,-2,0
2878,223926,2,24.296,27.691,1,0,2,0,0
2879,223926,3,26.96,41.03,0,-1,1,-2,0
2880,223926,4,43.323,56.874,0,-1,2,-2,0
2881,223926,5,58.109,67.76,1,1,2,1,0
2882,223926,6,67.169,75.552,1,0,2,0,0
2883,223926,7,75.839,91.186,0,-1,2,-3,0
2884,223926,8,90.615,92.414,1,0,0,0,0
2885,224263,0,2.087,5.84,1,0,0,0,2
2886,224263,1,5.2,7.527,1,0,2,0,2
2887,224263,2,48.242,57.722,0,-1,4,-3,2
2888,224263,3,57.351,63.549,0,-1,2,-3,2
2889,224263,4,62.549,74.883,0,-1,4,-2,2
2890,224263,5,74.392,76.56,1,1,0,1,2
2891,224263,6,75.689,86.517,0,-1,4,-3,2
2892,224263,7,86.375,88.991,0,-1,2,-2,2
2893,224263,8,88.929,94.659,0,-1,4,-3,2
2894,224263,9,94.048,99.108,0,-1,2,-2,2
2895,224263,10,8.722,20.477,0,-1,0,-2,2
2896,224263,11,20.864,24.688,0,-1,1,-3,2
2897,224263,12,25.463,28.21,0,-1,4,-2,2
2898,224263,13,27.21,33.677,0,-1,2,-2,2
2899,224263,14,33.136,35.224,0,-1,1,-1,2
2900,224263,15,34.643,37.419,0,-1,4,-3,2
2901,224263,16,37.795,42.836,0,-1,4,-2,2
2902,224263,17,45.049,47.685,1,0,2,0,2
2903,224370,0,1.508,7.696,1,0,0,0,2
2904,224370,1,7.255,10.27,1,0,0,0,2
2905,224370,2,40.928,46.049,0,-1,0,-1,2
2906,224370,3,45.049,48.563,1,1,2,1,2
2907,224370,4,48.122,52.973,0,-1,2,-1,2
2908,224370,5,52.542,58.471,0,-1,4,-2,2
2909,224370,6,57.91,62.102,0,-1,2,-2,2
2910,224370,7,62.868,76.051,0,-1,4,-2,2
2911,224370,8,75.051,77.039,0,-1,2,-3,2
2912,224370,9,76.039,78.395,0,-1,2,-2,2
2913,224370,10,78.772,82.406,0,-1,4,-2,2
2914,224370,11,81.606,84.801,0,-1,1,-2,2
2915,224370,12,10.917,16.785,0,-1,1,-3,2
2916,224370,13,83.801,88.143,0,-1,2,-3,2
2917,224370,14,87.862,89.979,1,0,0,0,2
2918,224370,15,89.278,91.855,1,1,2,1,2
2919,224370,16,15.785,18.412,0,-1,2,-2,2
2920,224370,17,18.08,20.128,0,-1,4,-2,2
2921,224370,18,19.577,24.528,0,-1,4,-3,2
2922,224370,19,24.017,27.471,0,-1,2,-2,2
2923,224370,20,27.429,30.325,1,0,2,0,2
2924,224370,21,29.385,32.011,1,0,2,0,2
2925,224370,22,32.039,41.928,1,1,2,1,2
2926,224599,0,0.341,3.366,1,0,0,0,0
2927,224599,1,2.546,7.546,1,1,0,1,0
2928,224599,2,52.123,68.079,1,0,0,0,0
2929,224599,3,68.336,85.02,0,-1,0,-2,0
2930,224599,4,84.31,89.8,0,-1,0,-1,0
2931,224599,5,6.976,12.206,1,0,0,0,0
2932,224599,6,13.571,19.489,1,1,0,1,0
2933,224599,7,19.667,26.234,1,0,0,0,0
2934,224599,8,25.513,32.919,1,0,0,0,0
2935,224599,9,32.088,35.812,1,0,0,0,0
2936,224599,10,34.812,36.491,1,0,0,0,0
2937,224599,11,37.297,40.023,1,1,0,2,0
2938,224599,12,39.023,52.115,1,0,0,0,0
2939,224631,0,0.68,9.722,1,1,0,1,2
2940,224631,1,8.941,15.558,1,1,0,1,2
2941,224631,2,86.415,99.907,1,1,0,3,2
2942,224631,3,98.996,103.608,1,1,0,2,2
2943,224631,4,15.835,22.083,1,1,2,1,2
2944,224631,5,21.722,33.398,1,1,0,2,2
2945,224631,6,33.385,36.401,1,1,0,2,2
2946,224631,7,35.84,49.691,1,1,0,1,2
2947,224631,8,50.307,57.982,1,0,0,0,2
2948,224631,9,57.81,71.631,1,1,0,1,2
2949,224631,10,71.319,75.911,1,0,0,0,2
2950,224631,11,75.001,85.859,1,0,0,0,2
2951,224772,0,0.58,5.481,1,0,0,0,0
2952,224772,1,4.581,7.746,0,-1,4,-2,0
2953,224772,2,83.172,93.96,0,-1,1,-2,0
2954,224772,3,93.06,95.756,0,-1,2,-1,0
2955,224772,4,95.524,97.382,0,-1,2,-2,0
2956,224772,5,96.382,99.268,0,-1,2,-3,0
2957,224772,6,98.667,103.139,0,-1,2,-2,0
2958,224772,7,7.175,9.821,0,-1,2,-2,0
2959,224772,8,9.839,12.675,1,0,2,0,0
2960,224772,9,12.373,23.68,0,-1,0,-1,0
2961,224772,10,23.179,35.403,0,-1,2,-2,0
2962,224772,11,35.491,57.054,1,0,2,0,0
2963,224772,12,57.022,63.07,0,-1,1,-1,0
2964,224772,13,62.659,81.029,0,-1,3,-2,0
2965,224772,14,80.478,84.172,1,0,2,0,0
2966,224817,0,0.0,8.744,1,0,0,0,0
2967,224869,0,0.021,1.38,1,1,0,1,0
2968,224869,1,0.869,11.547,1,1,0,2,0
2969,224869,2,68.945,73.088,0,-1,4,-1,0
2970,224869,3,72.527,75.771,0,-1,4,-3,0
2971,224869,4,75.39,82.237,0,-1,1,-3,0
2972,224869,5,81.935,90.259,0,-1,1,-2,0
2973,224869,6,89.259,91.156,0,-1,1,-2,0
2974,224869,7,91.154,94.579,0,-1,4,-1,0
2975,224869,8,11.395,22.443,0,-1,0,-1,0
2976,224869,9,21.912,41.08,1,0,0,0,0
2977,224869,10,40.898,45.879,1,0,0,0,0
2978,224869,11,44.919,48.384,1,1,0,1,0
2979,224869,12,48.192,54.679,0,-1,1,-2,0
2980,224869,13,54.647,58.84,0,-1,1,-1,0
2981,224869,14,58.259,67.42,1,1,0,1,0
2982,224869,15,67.508,69.496,0,-1,0,-2,0
2983,225343,0,0.0,7.846,1,0,0,0,0
2984,225343,1,7.893,16.217,0,-1,4,-1,0
2985,225343,2,64.215,68.019,1,1,1,1,0
2986,225343,3,68.196,71.681,0,-1,1,-2,0
2987,225343,4,70.721,73.756,1,1,0,1,0
2988,225343,5,72.936,80.66,1,1,1,1,0
2989,225343,6,80.309,89.111,0,-1,4,-2,0
2990,225343,7,88.46,90.608,0,-1,0,-1,0
2991,225343,8,90.436,94.319,0,-1,4,-2,0
2992,225343,9,15.217,19.729,1,1,0,1,0
2993,225343,10,19.327,37.718,1,1,0,2,0
2994,225343,11,37.586,48.154,0,-1,4,-1,0
2995,225343,12,47.284,50.459,0,-1,3,-2,0
2996,225343,13,49.509,53.552,1,1,0,3,0
2997,225343,14,53.869,56.984,1,1,0,1,0
2998,225343,15,55.984,62.182,1,1,0,1,0
2999,225343,16,61.751,64.347,0,-1,1,-1,0
3000,225416,0,0.0,1.76,0,-1,4,-1,0
3001,225416,1,1.268,7.616,0,-1,2,-3,0
3002,225416,2,72.048,73.527,0,-1,4,-1,0
3003,225416,3,72.527,75.991,0,-1,4,-2,0
3004,225416,4,75.639,78.545,0,-1,2,-2,0
3005,225416,5,78.244,80.91,1,1,2,1,0
3006,225416,6,80.868,86.996,0,-1,2,-2,0
3007,225416,7,87.413,100.914,0,-1,1,-2,0
3008,225416,8,101.022,103.299,0,-1,2,-3,0
3009,225416,9,7.664,10.111,1,1,2,3,0
3010,225416,10,9.58,12.745,1,1,0,3,0
3011,225416,11,11.745,17.963,0,-1,0,-2,0
3012,225416,12,17.741,33.148,0,-1,2,-2,0
3013,225416,13,32.986,54.58,1,1,0,3,0
3014,225416,14,53.849,62.192,0,-1,4,-2,0
3015,225416,15,63.208,68.019,1,0,0,0,0
3016,225416,16,67.288,72.349,1,0,0,0,0
3017,225768,0,0.041,1.361,1,1,0,1,0
3018,225768,1,0.7,10.6,1,0,0,0,0
3019,225768,2,69.633,74.385,0,-1,0,-2,0
3020,225768,3,73.714,85.839,0,-1,1,-2,0
3021,225768,4,84.839,89.42,1,0,1,0,0
3022,225768,5,88.909,101.204,1,0,1,0,0
3023,225768,6,100.204,106.422,0,-1,1,-3,0
3024,225768,7,105.601,110.333,0,-1,1,-3,0
3025,225768,8,109.333,112.568,0,-1,1,-2,0
3026,225768,9,10.478,16.636,1,0,5,0,0
3027,225768,10,16.234,20.507,1,1,0,1,0
3028,225768,11,20.565,30.065,1,0,0,0,0
3029,225768,12,29.065,34.126,1,0,1,0,0
3030,225768,13,33.695,40.761,1,0,1,0,0
3031,225768,14,41.776,49.272,0,-1,1,-1,0
3032,225768,15,48.272,53.612,0,-1,1,-2,0
3033,225768,16,53.739,68.508,0,-1,1,-2,0
3034,225770,0,0.0,6.04,1,0,1,0,1
3035,225770,1,6.137,10.39,1,1,1,1,1
3036,225770,2,81.167,88.133,0,-1,1,-2,1
3037,225770,3,87.792,97.213,1,1,0,1,1
3038,225770,4,97.4,102.161,0,-1,4,-2,1
3039,225770,5,101.161,104.127,0,-1,0,-2,1
3040,225770,6,104.943,111.051,0,-1,1,-1,1
3041,225770,7,11.196,18.99,0,-1,1,-1,1
3042,225770,8,19.138,37.149,0,-1,1,-2,1
3043,225770,9,36.548,45.63,1,0,1,0,1
3044,225770,10,44.869,49.332,0,-1,4,-1,1
3045,225770,11,48.332,60.177,1,0,0,0,1
3046,225770,12,59.915,67.969,1,1,0,2,1
3047,225770,13,67.907,78.894,1,1,0,1,1
3048,225770,14,77.894,82.167,1,1,0,2,1
3049,226601,0,0.0,6.788,1,1,1,1,2
3050,226601,1,6.686,9.652,1,1,1,1,2
3051,226601,2,52.083,54.27,0,-1,3,-2,2
3052,226601,3,54.657,56.385,0,-1,0,-2,2
3053,226601,4,55.625,57.563,0,-1,1,-2,2
3054,226601,5,56.563,61.394,0,-1,3,-3,2
3055,226601,6,61.282,72.469,1,0,0,0,2
3056,226601,7,71.469,75.422,1,0,0,0,2
3057,226601,8,74.452,77.717,0,-1,1,-1,2
3058,226601,9,77.256,85.03,1,1,0,2,2
3059,226601,10,84.19,90.448,0,-1,4,-2,2
3060,226601,11,9.949,13.693,1,0,1,0,2
3061,226601,12,13.421,24.997,1,1,0,1,2
3062,226601,13,23.997,32.58,0,-1,1,-1,2
3063,226601,14,31.58,36.301,1,1,0,1,2
